pair,MEM1,MEM2,infection1,infection2,dataset1,dataset2,Jaccard
"('IMAT_model_H_CALU_alt', 'iMAT_model_I_293T_alt')",iMAT,iMAT,infected,healthy,293T,Calu-3,0.49121069571676157
"('IMAT_model_H_Lung_alt', 'iMAT_model_I_293T_alt')",iMAT,iMAT,infected,healthy,293T,Lung,0.45048543689320386
"('IMAT_model_H_NHBE_alt', 'iMAT_model_I_293T_alt')",iMAT,iMAT,infected,healthy,293T,HBE,0.5314738996929376
"('iMAT_model_I_293T_alt', 'iMAT_model_I_A549_alt')",iMAT,iMAT,infected,infected,293T,A549,0.47360631475086334
"('iMAT_model_I_293T_alt', 'iMAT_model_I_CALU_alt')",iMAT,iMAT,infected,infected,293T,Calu-3,0.4109326300647327
"('iMAT_model_I_293T_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,infected,293T,Lung,0.3805604982206406
"('IMAT_model_I_NHBE_alt', 'iMAT_model_I_293T_alt')",iMAT,iMAT,infected,infected,293T,HBE,0.5080173072028505
"('INIT_model_H_293T_alt', 'iMAT_model_I_293T_alt')",iMAT,INIT,infected,healthy,293T,293T,0.47734587769249814
"('INIT_model_H_A549_alt', 'iMAT_model_I_293T_alt')",iMAT,INIT,infected,healthy,293T,A549,0.3306577916992952
"('INIT_model_H_CALU_alt', 'iMAT_model_I_293T_alt')",iMAT,INIT,infected,healthy,293T,Calu-3,0.33707177814029365
"('INIT_model_H_Lung_alt', 'iMAT_model_I_293T_alt')",iMAT,INIT,infected,healthy,293T,Lung,0.31446974925235793
"('INIT_model_H_NHBE', 'iMAT_model_I_293T_alt')",iMAT,INIT,infected,healthy,293T,HBE,0.34952090592334495
"('INIT_model_I_293T_alt', 'iMAT_model_I_293T_alt')",iMAT,INIT,infected,infected,293T,293T,0.5195408581579667
"('INIT_model_I_A549_alt', 'iMAT_model_I_293T_alt')",iMAT,INIT,infected,infected,293T,A549,0.33867775138558986
"('INIT_model_I_CALU_alt', 'iMAT_model_I_293T_alt')",iMAT,INIT,infected,infected,293T,Calu-3,0.32903357903357905
"('INIT_model_I_Lung_alt', 'iMAT_model_I_293T_alt')",iMAT,INIT,infected,infected,293T,Lung,0.2794338408749732
"('INIT_model_I_NHBE', 'iMAT_model_I_293T_alt')",iMAT,INIT,infected,infected,293T,HBE,0.35525453353725145
"('iMAT_model_I_293T_alt', 'tINIT_model_H_293T_alt')",iMAT,tINIT,infected,healthy,293T,293T,0.4875207986688852
"('iMAT_model_I_293T_alt', 'tINIT_model_H_A549_alt')",iMAT,tINIT,infected,healthy,293T,A549,0.34419397613184316
"('iMAT_model_I_293T_alt', 'tINIT_model_H_CALU_alt')",iMAT,tINIT,infected,healthy,293T,Calu-3,0.3540755467196819
"('iMAT_model_I_293T_alt', 'tINIT_model_H_Lung_alt')",iMAT,tINIT,infected,healthy,293T,Lung,0.3525768635257686
"('iMAT_model_I_293T_alt', 'tINIT_model_H_NHBE')",iMAT,tINIT,infected,healthy,293T,HBE,0.36935248802831566
"('iMAT_model_I_293T_alt', 'tINIT_model_I_293T_alt')",iMAT,tINIT,infected,infected,293T,293T,0.5120338534779159
"('iMAT_model_I_293T_alt', 'tINIT_model_I_A549_alt')",iMAT,tINIT,infected,infected,293T,A549,0.34018619084561674
"('iMAT_model_I_293T_alt', 'tINIT_model_I_CALU_alt')",iMAT,tINIT,infected,infected,293T,Calu-3,0.3394937725994375
"('iMAT_model_I_293T_alt', 'tINIT_model_I_Lung_alt')",iMAT,tINIT,infected,infected,293T,Lung,0.2887778471788466
"('iMAT_model_I_293T_alt', 'tINIT_model_I_NHBE')",iMAT,tINIT,infected,infected,293T,HBE,0.35714285714285715
"('Gimme_model_H_293T_alt', 'iMAT_model_I_A549_alt')",iMAT,GIMME,infected,healthy,A549,293T,0.2907080208465743
"('Gimme_model_H_A549_alt', 'iMAT_model_I_A549_alt')",iMAT,GIMME,infected,healthy,A549,A549,0.3669602348545503
"('Gimme_model_H_CALU_alt', 'iMAT_model_I_A549_alt')",iMAT,GIMME,infected,healthy,A549,Calu-3,0.33965224212315337
"('Gimme_model_H_Lung_alt', 'iMAT_model_I_A549_alt')",iMAT,GIMME,infected,healthy,A549,Lung,0.28302360622802614
"('Gimme_model_H_NHBE_alt', 'iMAT_model_I_A549_alt')",iMAT,GIMME,infected,healthy,A549,HBE,0.31131349409953823
"('Gimme_model_I_293T_alt', 'iMAT_model_I_A549_alt')",iMAT,GIMME,infected,infected,A549,293T,0.2916559028674761
"('Gimme_model_I_A549_alt', 'iMAT_model_I_A549_alt')",iMAT,GIMME,infected,infected,A549,A549,0.36553030303030304
"('Gimme_model_I_CALU_alt', 'iMAT_model_I_A549_alt')",iMAT,GIMME,infected,infected,A549,Calu-3,0.30513711857860176
"('Gimme_model_I_Lung_alt', 'iMAT_model_I_A549_alt')",iMAT,GIMME,infected,infected,A549,Lung,0.2659801582318222
"('Gimme_model_I_NHBE_alt', 'iMAT_model_I_A549_alt')",iMAT,GIMME,infected,infected,A549,HBE,0.3069050395128903
"('IMAT_model_H_293T_alt', 'iMAT_model_I_A549_alt')",iMAT,iMAT,infected,healthy,A549,293T,0.4579461520133429
"('IMAT_model_H_A549_alt', 'iMAT_model_I_A549_alt')",iMAT,iMAT,infected,healthy,A549,A549,0.8518064911206369
"('IMAT_model_H_CALU_alt', 'iMAT_model_I_A549_alt')",iMAT,iMAT,infected,healthy,A549,Calu-3,0.6218307979717107
"('IMAT_model_H_Lung_alt', 'iMAT_model_I_A549_alt')",iMAT,iMAT,infected,healthy,A549,Lung,0.5146948003014318
"('IMAT_model_H_NHBE_alt', 'iMAT_model_I_A549_alt')",iMAT,iMAT,infected,healthy,A549,HBE,0.5929833816934845
"('iMAT_model_I_293T_alt', 'iMAT_model_I_A549_alt')",iMAT,iMAT,infected,infected,A549,293T,0.47360631475086334
"('iMAT_model_I_A549_alt', 'iMAT_model_I_CALU_alt')",iMAT,iMAT,infected,infected,A549,Calu-3,0.5433991683991684
"('iMAT_model_I_A549_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,infected,A549,Lung,0.4686840253342716
"('IMAT_model_I_NHBE_alt', 'iMAT_model_I_A549_alt')",iMAT,iMAT,infected,infected,A549,HBE,0.5939749400159957
"('INIT_model_H_293T_alt', 'iMAT_model_I_A549_alt')",iMAT,INIT,infected,healthy,A549,293T,0.3551654287643484
"('INIT_model_H_A549_alt', 'iMAT_model_I_A549_alt')",iMAT,INIT,infected,healthy,A549,A549,0.4015957446808511
"('INIT_model_H_CALU_alt', 'iMAT_model_I_A549_alt')",iMAT,INIT,infected,healthy,A549,Calu-3,0.36478117258464077
"('INIT_model_H_Lung_alt', 'iMAT_model_I_A549_alt')",iMAT,INIT,infected,healthy,A549,Lung,0.3097184377838329
"('INIT_model_H_NHBE', 'iMAT_model_I_A549_alt')",iMAT,INIT,infected,healthy,A549,HBE,0.37656903765690375
"('INIT_model_I_293T_alt', 'iMAT_model_I_A549_alt')",iMAT,INIT,infected,infected,A549,293T,0.3309625414888573
"('INIT_model_I_A549_alt', 'iMAT_model_I_A549_alt')",iMAT,INIT,infected,infected,A549,A549,0.403830313014827
"('INIT_model_I_CALU_alt', 'iMAT_model_I_A549_alt')",iMAT,INIT,infected,infected,A549,Calu-3,0.35507246376811596
"('INIT_model_I_Lung_alt', 'iMAT_model_I_A549_alt')",iMAT,INIT,infected,infected,A549,Lung,0.2993740556874595
"('INIT_model_I_NHBE', 'iMAT_model_I_A549_alt')",iMAT,INIT,infected,infected,A549,HBE,0.37607213547393886
"('iMAT_model_I_A549_alt', 'tINIT_model_H_293T_alt')",iMAT,tINIT,infected,healthy,A549,293T,0.3736670293797606
"('iMAT_model_I_A549_alt', 'tINIT_model_H_A549_alt')",iMAT,tINIT,infected,healthy,A549,A549,0.4085894405043341
"('iMAT_model_I_A549_alt', 'tINIT_model_H_CALU_alt')",iMAT,tINIT,infected,healthy,A549,Calu-3,0.37934498693992363
"('iMAT_model_I_A549_alt', 'tINIT_model_H_Lung_alt')",iMAT,tINIT,infected,healthy,A549,Lung,0.341670291431057
"('iMAT_model_I_A549_alt', 'tINIT_model_H_NHBE')",iMAT,tINIT,infected,healthy,A549,HBE,0.3918975650713686
"('iMAT_model_I_A549_alt', 'tINIT_model_I_293T_alt')",iMAT,tINIT,infected,infected,A549,293T,0.33156437471158284
"('iMAT_model_I_A549_alt', 'tINIT_model_I_A549_alt')",iMAT,tINIT,infected,infected,A549,A549,0.40148923324612595
"('iMAT_model_I_A549_alt', 'tINIT_model_I_CALU_alt')",iMAT,tINIT,infected,infected,A549,Calu-3,0.36321233015615495
"('iMAT_model_I_A549_alt', 'tINIT_model_I_Lung_alt')",iMAT,tINIT,infected,infected,A549,Lung,0.29866888519134777
"('iMAT_model_I_A549_alt', 'tINIT_model_I_NHBE')",iMAT,tINIT,infected,infected,A549,HBE,0.3747072599531616
"('Gimme_model_H_293T_alt', 'iMAT_model_I_CALU_alt')",iMAT,GIMME,infected,healthy,Calu-3,293T,0.2820022927015667
"('Gimme_model_H_A549_alt', 'iMAT_model_I_CALU_alt')",iMAT,GIMME,infected,healthy,Calu-3,A549,0.31252423419930203
"('Gimme_model_H_CALU_alt', 'iMAT_model_I_CALU_alt')",iMAT,GIMME,infected,healthy,Calu-3,Calu-3,0.33149823043649235
"('Gimme_model_H_Lung_alt', 'iMAT_model_I_CALU_alt')",iMAT,GIMME,infected,healthy,Calu-3,Lung,0.28426524660834285
"('Gimme_model_H_NHBE_alt', 'iMAT_model_I_CALU_alt')",iMAT,GIMME,infected,healthy,Calu-3,HBE,0.2919428862825089
"('Gimme_model_I_293T_alt', 'iMAT_model_I_CALU_alt')",iMAT,GIMME,infected,infected,Calu-3,293T,0.27145606157793456
"('Gimme_model_I_A549_alt', 'iMAT_model_I_CALU_alt')",iMAT,GIMME,infected,infected,Calu-3,A549,0.3069888961463096
"('Gimme_model_I_CALU_alt', 'iMAT_model_I_CALU_alt')",iMAT,GIMME,infected,infected,Calu-3,Calu-3,0.35053763440860214
"('Gimme_model_I_Lung_alt', 'iMAT_model_I_CALU_alt')",iMAT,GIMME,infected,infected,Calu-3,Lung,0.25923125393824825
"('Gimme_model_I_NHBE_alt', 'iMAT_model_I_CALU_alt')",iMAT,GIMME,infected,infected,Calu-3,HBE,0.287369640787949
"('IMAT_model_H_293T_alt', 'iMAT_model_I_CALU_alt')",iMAT,iMAT,infected,healthy,Calu-3,293T,0.44086021505376344
"('IMAT_model_H_A549_alt', 'iMAT_model_I_CALU_alt')",iMAT,iMAT,infected,healthy,Calu-3,A549,0.5461857810067462
"('IMAT_model_H_CALU_alt', 'iMAT_model_I_CALU_alt')",iMAT,iMAT,infected,healthy,Calu-3,Calu-3,0.6079484425349087
"('IMAT_model_H_Lung_alt', 'iMAT_model_I_CALU_alt')",iMAT,iMAT,infected,healthy,Calu-3,Lung,0.5159479459045675
"('IMAT_model_H_NHBE_alt', 'iMAT_model_I_CALU_alt')",iMAT,iMAT,infected,healthy,Calu-3,HBE,0.49987396017141417
"('iMAT_model_I_293T_alt', 'iMAT_model_I_CALU_alt')",iMAT,iMAT,infected,infected,Calu-3,293T,0.4109326300647327
"('iMAT_model_I_A549_alt', 'iMAT_model_I_CALU_alt')",iMAT,iMAT,infected,infected,Calu-3,A549,0.5433991683991684
"('iMAT_model_I_CALU_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,infected,Calu-3,Lung,0.4208103130755064
"('IMAT_model_I_NHBE_alt', 'iMAT_model_I_CALU_alt')",iMAT,iMAT,infected,infected,Calu-3,HBE,0.5129720010274852
"('INIT_model_H_293T_alt', 'iMAT_model_I_CALU_alt')",iMAT,INIT,infected,healthy,Calu-3,293T,0.3150077588117934
"('INIT_model_H_A549_alt', 'iMAT_model_I_CALU_alt')",iMAT,INIT,infected,healthy,Calu-3,A549,0.3337278106508876
"('INIT_model_H_CALU_alt', 'iMAT_model_I_CALU_alt')",iMAT,INIT,infected,healthy,Calu-3,Calu-3,0.3416992388397449
"('INIT_model_H_Lung_alt', 'iMAT_model_I_CALU_alt')",iMAT,INIT,infected,healthy,Calu-3,Lung,0.2998397802700847
"('INIT_model_H_NHBE', 'iMAT_model_I_CALU_alt')",iMAT,INIT,infected,healthy,Calu-3,HBE,0.34014789038712484
"('INIT_model_I_293T_alt', 'iMAT_model_I_CALU_alt')",iMAT,INIT,infected,infected,Calu-3,293T,0.29028491359177955
"('INIT_model_I_A549_alt', 'iMAT_model_I_CALU_alt')",iMAT,INIT,infected,infected,Calu-3,A549,0.339171974522293
"('INIT_model_I_CALU_alt', 'iMAT_model_I_CALU_alt')",iMAT,INIT,infected,infected,Calu-3,Calu-3,0.3565875183862156
"('INIT_model_I_Lung_alt', 'iMAT_model_I_CALU_alt')",iMAT,INIT,infected,infected,Calu-3,Lung,0.2722007722007722
"('INIT_model_I_NHBE', 'iMAT_model_I_CALU_alt')",iMAT,INIT,infected,infected,Calu-3,HBE,0.3391228831958315
"('iMAT_model_I_CALU_alt', 'tINIT_model_H_293T_alt')",iMAT,tINIT,infected,healthy,Calu-3,293T,0.3322628987368872
"('iMAT_model_I_CALU_alt', 'tINIT_model_H_A549_alt')",iMAT,tINIT,infected,healthy,Calu-3,A549,0.3421402775137807
"('iMAT_model_I_CALU_alt', 'tINIT_model_H_CALU_alt')",iMAT,tINIT,infected,healthy,Calu-3,Calu-3,0.35384615384615387
"('iMAT_model_I_CALU_alt', 'tINIT_model_H_Lung_alt')",iMAT,tINIT,infected,healthy,Calu-3,Lung,0.3226016967587557
"('iMAT_model_I_CALU_alt', 'tINIT_model_H_NHBE')",iMAT,tINIT,infected,healthy,Calu-3,HBE,0.35585492227979276
"('iMAT_model_I_CALU_alt', 'tINIT_model_I_293T_alt')",iMAT,tINIT,infected,infected,Calu-3,293T,0.29165719481700386
"('iMAT_model_I_CALU_alt', 'tINIT_model_I_A549_alt')",iMAT,tINIT,infected,infected,Calu-3,A549,0.3372884652791286
"('iMAT_model_I_CALU_alt', 'tINIT_model_I_CALU_alt')",iMAT,tINIT,infected,infected,Calu-3,Calu-3,0.3561643835616438
"('iMAT_model_I_CALU_alt', 'tINIT_model_I_Lung_alt')",iMAT,tINIT,infected,infected,Calu-3,Lung,0.2740633409232043
"('iMAT_model_I_CALU_alt', 'tINIT_model_I_NHBE')",iMAT,tINIT,infected,infected,Calu-3,HBE,0.3375341314849821
"('Gimme_model_H_293T_alt', 'iMAT_model_I_Lung_alt')",iMAT,GIMME,infected,healthy,Lung,293T,0.3109933106146662
"('Gimme_model_H_A549_alt', 'iMAT_model_I_Lung_alt')",iMAT,GIMME,infected,healthy,Lung,A549,0.29313749691434215
"('Gimme_model_H_CALU_alt', 'iMAT_model_I_Lung_alt')",iMAT,GIMME,infected,healthy,Lung,Calu-3,0.2911174079093261
"('Gimme_model_H_Lung_alt', 'iMAT_model_I_Lung_alt')",iMAT,GIMME,infected,healthy,Lung,Lung,0.31923756627114364
"('Gimme_model_H_NHBE_alt', 'iMAT_model_I_Lung_alt')",iMAT,GIMME,infected,healthy,Lung,HBE,0.31126160020065213
"('Gimme_model_I_293T_alt', 'iMAT_model_I_Lung_alt')",iMAT,GIMME,infected,infected,Lung,293T,0.29482475009490067
"('Gimme_model_I_A549_alt', 'iMAT_model_I_Lung_alt')",iMAT,GIMME,infected,infected,Lung,A549,0.2879770516338239
"('Gimme_model_I_CALU_alt', 'iMAT_model_I_Lung_alt')",iMAT,GIMME,infected,infected,Lung,Calu-3,0.28996143798979973
"('Gimme_model_I_Lung_alt', 'iMAT_model_I_Lung_alt')",iMAT,GIMME,infected,infected,Lung,Lung,0.3779559118236473
"('Gimme_model_I_NHBE_alt', 'iMAT_model_I_Lung_alt')",iMAT,GIMME,infected,infected,Lung,HBE,0.30348572871937357
"('IMAT_model_H_293T_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,healthy,Lung,293T,0.4977599622730488
"('IMAT_model_H_A549_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,healthy,Lung,A549,0.45427182218106044
"('IMAT_model_H_CALU_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,healthy,Lung,Calu-3,0.4266335066696812
"('IMAT_model_H_Lung_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,healthy,Lung,Lung,0.4746880150694608
"('IMAT_model_H_NHBE_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,healthy,Lung,HBE,0.46610565684899485
"('iMAT_model_I_293T_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,infected,Lung,293T,0.3805604982206406
"('iMAT_model_I_A549_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,infected,Lung,A549,0.4686840253342716
"('iMAT_model_I_CALU_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,infected,Lung,Calu-3,0.4208103130755064
"('IMAT_model_I_NHBE_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,infected,Lung,HBE,0.4793998571088354
"('INIT_model_H_293T_alt', 'iMAT_model_I_Lung_alt')",iMAT,INIT,infected,healthy,Lung,293T,0.26496763754045305
"('INIT_model_H_A549_alt', 'iMAT_model_I_Lung_alt')",iMAT,INIT,infected,healthy,Lung,A549,0.3253507951356408
"('INIT_model_H_CALU_alt', 'iMAT_model_I_Lung_alt')",iMAT,INIT,infected,healthy,Lung,Calu-3,0.3176742395071236
"('INIT_model_H_Lung_alt', 'iMAT_model_I_Lung_alt')",iMAT,INIT,infected,healthy,Lung,Lung,0.33980799285554814
"('INIT_model_H_NHBE', 'iMAT_model_I_Lung_alt')",iMAT,INIT,infected,healthy,Lung,HBE,0.3075216777576124
"('INIT_model_I_293T_alt', 'iMAT_model_I_Lung_alt')",iMAT,INIT,infected,infected,Lung,293T,0.25877287405812704
"('INIT_model_I_A549_alt', 'iMAT_model_I_Lung_alt')",iMAT,INIT,infected,infected,Lung,A549,0.3202247191011236
"('INIT_model_I_CALU_alt', 'iMAT_model_I_Lung_alt')",iMAT,INIT,infected,infected,Lung,Calu-3,0.31356589147286823
"('INIT_model_I_Lung_alt', 'iMAT_model_I_Lung_alt')",iMAT,INIT,infected,infected,Lung,Lung,0.4709480122324159
"('INIT_model_I_NHBE', 'iMAT_model_I_Lung_alt')",iMAT,INIT,infected,infected,Lung,HBE,0.30873159911272435
"('iMAT_model_I_Lung_alt', 'tINIT_model_H_293T_alt')",iMAT,tINIT,infected,healthy,Lung,293T,0.2815743097709027
"('iMAT_model_I_Lung_alt', 'tINIT_model_H_A549_alt')",iMAT,tINIT,infected,healthy,Lung,A549,0.3370155740673669
"('iMAT_model_I_Lung_alt', 'tINIT_model_H_CALU_alt')",iMAT,tINIT,infected,healthy,Lung,Calu-3,0.3312078019504876
"('iMAT_model_I_Lung_alt', 'tINIT_model_H_Lung_alt')",iMAT,tINIT,infected,healthy,Lung,Lung,0.35635593220338985
"('iMAT_model_I_Lung_alt', 'tINIT_model_H_NHBE')",iMAT,tINIT,infected,healthy,Lung,HBE,0.3215248363496342
"('iMAT_model_I_Lung_alt', 'tINIT_model_I_293T_alt')",iMAT,tINIT,infected,infected,Lung,293T,0.2608147837043259
"('iMAT_model_I_Lung_alt', 'tINIT_model_I_A549_alt')",iMAT,tINIT,infected,infected,Lung,A549,0.3232211803640375
"('iMAT_model_I_Lung_alt', 'tINIT_model_I_CALU_alt')",iMAT,tINIT,infected,infected,Lung,Calu-3,0.3217407829722539
"('iMAT_model_I_Lung_alt', 'tINIT_model_I_Lung_alt')",iMAT,tINIT,infected,infected,Lung,Lung,0.4630675400948724
"('iMAT_model_I_Lung_alt', 'tINIT_model_I_NHBE')",iMAT,tINIT,infected,infected,Lung,HBE,0.31047992164544563
"('Gimme_model_H_293T_alt', 'IMAT_model_I_NHBE_alt')",iMAT,GIMME,infected,healthy,HBE,293T,0.3135317821396074
"('Gimme_model_H_A549_alt', 'IMAT_model_I_NHBE_alt')",iMAT,GIMME,infected,healthy,HBE,A549,0.3105797660367656
"('Gimme_model_H_CALU_alt', 'IMAT_model_I_NHBE_alt')",iMAT,GIMME,infected,healthy,HBE,Calu-3,0.31740085260302286
"('Gimme_model_H_Lung_alt', 'IMAT_model_I_NHBE_alt')",iMAT,GIMME,infected,healthy,HBE,Lung,0.3007162957278076
"('Gimme_model_H_NHBE_alt', 'IMAT_model_I_NHBE_alt')",iMAT,GIMME,infected,healthy,HBE,HBE,0.3554489741540101
"('Gimme_model_I_293T_alt', 'IMAT_model_I_NHBE_alt')",iMAT,GIMME,infected,infected,HBE,293T,0.30985915492957744
"('Gimme_model_I_A549_alt', 'IMAT_model_I_NHBE_alt')",iMAT,GIMME,infected,infected,HBE,A549,0.3067516586444647
"('Gimme_model_I_CALU_alt', 'IMAT_model_I_NHBE_alt')",iMAT,GIMME,infected,infected,HBE,Calu-3,0.2885425980329544
"('Gimme_model_I_Lung_alt', 'IMAT_model_I_NHBE_alt')",iMAT,GIMME,infected,infected,HBE,Lung,0.2711606690319311
"('Gimme_model_I_NHBE_alt', 'IMAT_model_I_NHBE_alt')",iMAT,GIMME,infected,infected,HBE,HBE,0.3580898268398268
"('IMAT_model_H_293T_alt', 'IMAT_model_I_NHBE_alt')",iMAT,iMAT,infected,healthy,HBE,293T,0.5144710578842315
"('IMAT_model_H_A549_alt', 'IMAT_model_I_NHBE_alt')",iMAT,iMAT,infected,healthy,HBE,A549,0.5967527282406175
"('IMAT_model_H_CALU_alt', 'IMAT_model_I_NHBE_alt')",iMAT,iMAT,infected,healthy,HBE,Calu-3,0.5930232558139535
"('IMAT_model_H_Lung_alt', 'IMAT_model_I_NHBE_alt')",iMAT,iMAT,infected,healthy,HBE,Lung,0.556336195680458
"('IMAT_model_H_NHBE_alt', 'IMAT_model_I_NHBE_alt')",iMAT,iMAT,infected,healthy,HBE,HBE,0.8135028761731758
"('IMAT_model_I_NHBE_alt', 'iMAT_model_I_293T_alt')",iMAT,iMAT,infected,infected,HBE,293T,0.5080173072028505
"('IMAT_model_I_NHBE_alt', 'iMAT_model_I_A549_alt')",iMAT,iMAT,infected,infected,HBE,A549,0.5939749400159957
"('IMAT_model_I_NHBE_alt', 'iMAT_model_I_CALU_alt')",iMAT,iMAT,infected,infected,HBE,Calu-3,0.5129720010274852
"('IMAT_model_I_NHBE_alt', 'iMAT_model_I_Lung_alt')",iMAT,iMAT,infected,infected,HBE,Lung,0.4793998571088354
"('IMAT_model_I_NHBE_alt', 'INIT_model_H_293T_alt')",iMAT,INIT,infected,healthy,HBE,293T,0.33363108530594016
"('IMAT_model_I_NHBE_alt', 'INIT_model_H_A549_alt')",iMAT,INIT,infected,healthy,HBE,A549,0.3458646616541353
"('IMAT_model_I_NHBE_alt', 'INIT_model_H_CALU_alt')",iMAT,INIT,infected,healthy,HBE,Calu-3,0.3454992823457043
"('IMAT_model_I_NHBE_alt', 'INIT_model_H_Lung_alt')",iMAT,INIT,infected,healthy,HBE,Lung,0.33997188378631676
"('IMAT_model_I_NHBE_alt', 'INIT_model_H_NHBE')",iMAT,INIT,infected,healthy,HBE,HBE,0.4057116953762466
"('IMAT_model_I_NHBE_alt', 'INIT_model_I_293T_alt')",iMAT,INIT,infected,infected,HBE,293T,0.34550290135396516
"('IMAT_model_I_NHBE_alt', 'INIT_model_I_A549_alt')",iMAT,INIT,infected,infected,HBE,A549,0.3471337579617834
"('IMAT_model_I_NHBE_alt', 'INIT_model_I_CALU_alt')",iMAT,INIT,infected,infected,HBE,Calu-3,0.3468795355587808
"('IMAT_model_I_NHBE_alt', 'INIT_model_I_Lung_alt')",iMAT,INIT,infected,infected,HBE,Lung,0.3233599290780142
"('IMAT_model_I_NHBE_alt', 'INIT_model_I_NHBE')",iMAT,INIT,infected,infected,HBE,HBE,0.40357223603888764
"('IMAT_model_I_NHBE_alt', 'tINIT_model_H_293T_alt')",iMAT,tINIT,infected,healthy,HBE,293T,0.34717143471714346
"('IMAT_model_I_NHBE_alt', 'tINIT_model_H_A549_alt')",iMAT,tINIT,infected,healthy,HBE,A549,0.353860819828408
"('IMAT_model_I_NHBE_alt', 'tINIT_model_H_CALU_alt')",iMAT,tINIT,infected,healthy,HBE,Calu-3,0.35776892430278884
"('IMAT_model_I_NHBE_alt', 'tINIT_model_H_Lung_alt')",iMAT,tINIT,infected,healthy,HBE,Lung,0.37250504597443374
"('IMAT_model_I_NHBE_alt', 'tINIT_model_H_NHBE')",iMAT,tINIT,infected,healthy,HBE,HBE,0.41396348012889367
"('IMAT_model_I_NHBE_alt', 'tINIT_model_I_293T_alt')",iMAT,tINIT,infected,infected,HBE,293T,0.3444548872180451
"('IMAT_model_I_NHBE_alt', 'tINIT_model_I_A549_alt')",iMAT,tINIT,infected,infected,HBE,A549,0.3471654003506721
"('IMAT_model_I_NHBE_alt', 'tINIT_model_I_CALU_alt')",iMAT,tINIT,infected,infected,HBE,Calu-3,0.35492385786802033
"('IMAT_model_I_NHBE_alt', 'tINIT_model_I_Lung_alt')",iMAT,tINIT,infected,infected,HBE,Lung,0.32286995515695066
"('IMAT_model_I_NHBE_alt', 'tINIT_model_I_NHBE')",iMAT,tINIT,infected,infected,HBE,HBE,0.39729611862189274
"('Gimme_model_H_293T_alt', 'INIT_model_H_293T_alt')",INIT,GIMME,healthy,healthy,293T,293T,0.24686655197837307
"('Gimme_model_H_A549_alt', 'INIT_model_H_293T_alt')",INIT,GIMME,healthy,healthy,293T,A549,0.22525433871932973
"('Gimme_model_H_CALU_alt', 'INIT_model_H_293T_alt')",INIT,GIMME,healthy,healthy,293T,Calu-3,0.2338836004337872
"('Gimme_model_H_Lung_alt', 'INIT_model_H_293T_alt')",INIT,GIMME,healthy,healthy,293T,Lung,0.19524757111085098
"('Gimme_model_H_NHBE_alt', 'INIT_model_H_293T_alt')",INIT,GIMME,healthy,healthy,293T,HBE,0.2208413001912046
"('Gimme_model_I_293T_alt', 'INIT_model_H_293T_alt')",INIT,GIMME,healthy,infected,293T,293T,0.2464762379942622
"('Gimme_model_I_A549_alt', 'INIT_model_H_293T_alt')",INIT,GIMME,healthy,infected,293T,A549,0.22281488665292762
"('Gimme_model_I_CALU_alt', 'INIT_model_H_293T_alt')",INIT,GIMME,healthy,infected,293T,Calu-3,0.21273793846522207
"('Gimme_model_I_Lung_alt', 'INIT_model_H_293T_alt')",INIT,GIMME,healthy,infected,293T,Lung,0.17481049562682216
"('Gimme_model_I_NHBE_alt', 'INIT_model_H_293T_alt')",INIT,GIMME,healthy,infected,293T,HBE,0.2179533647456808
"('IMAT_model_H_293T_alt', 'INIT_model_H_293T_alt')",INIT,iMAT,healthy,healthy,293T,293T,0.4210648686352011
"('IMAT_model_H_A549_alt', 'INIT_model_H_293T_alt')",INIT,iMAT,healthy,healthy,293T,A549,0.35145413870246084
"('IMAT_model_H_CALU_alt', 'INIT_model_H_293T_alt')",INIT,iMAT,healthy,healthy,293T,Calu-3,0.3833181403828623
"('IMAT_model_H_Lung_alt', 'INIT_model_H_293T_alt')",INIT,iMAT,healthy,healthy,293T,Lung,0.29082726103729106
"('IMAT_model_H_NHBE_alt', 'INIT_model_H_293T_alt')",INIT,iMAT,healthy,healthy,293T,HBE,0.34313070585615674
"('INIT_model_H_293T_alt', 'iMAT_model_I_293T_alt')",INIT,iMAT,healthy,infected,293T,293T,0.47734587769249814
"('INIT_model_H_293T_alt', 'iMAT_model_I_A549_alt')",INIT,iMAT,healthy,infected,293T,A549,0.3551654287643484
"('INIT_model_H_293T_alt', 'iMAT_model_I_CALU_alt')",INIT,iMAT,healthy,infected,293T,Calu-3,0.3150077588117934
